,target,pred,category,bcountry,nat,movement,out,embedding,lstm,hidden
824,1.0,[0.6733999],"[""http://dbpedia.org/resource/Category:French_artists'_models"", 'http://dbpedia.org/resource/Category:1890_deaths']",['http://dbpedia.org/resource/France'],['French'],['unknown'],0,14,18,14
825,0.0,[0.44299638],['http://dbpedia.org/resource/Category:1320_deaths'],['unknown'],['unknown'],['unknown'],0,20,0,11
826,1.0,[0.31995267],"['http://dbpedia.org/resource/Category:1751_births', 'http://dbpedia.org/resource/Category:18th-century_German_male_artists', 'http://dbpedia.org/resource/Category:People_from_Heilbronn']",['http://dbpedia.org/resource/http://dbpedia.org/resource/Germany'],['unknown'],['unknown'],0,4,24,1
827,1.0,[0.65737504],"['http://dbpedia.org/resource/Category:German_idealism', 'http://dbpedia.org/resource/Category:German_philosophy', 'http://dbpedia.org/resource/Category:19th-century_German_literature']",['unknown'],['unknown'],['unknown'],0,20,5,21
828,1.0,[0.51153964],"['http://dbpedia.org/resource/Category:Flemish_poets', 'http://dbpedia.org/resource/Category:1534_births', 'http://dbpedia.org/resource/Category:Artists_from_Ghent', 'http://dbpedia.org/resource/Category:Flemish_Renaissance_painters', 'http://dbpedia.org/resource/Category:Belgian_expatriates_in_England']",['unknown'],['unknown'],['unknown'],0,4,24,4
829,0.0,[0.33319062],"['http://dbpedia.org/resource/Category:Special_effects_people', 'http://dbpedia.org/resource/Category:Special_Achievement_Academy_Award_winners', 'http://dbpedia.org/resource/Category:Matte_painters', 'http://dbpedia.org/resource/Category:1913_births']",['unknown'],['unknown'],['unknown'],0,20,0,5
830,1.0,[0.8155928],"['http://dbpedia.org/resource/Category:Yale_Bulldogs_football_players', 'http://dbpedia.org/resource/Category:1909_deaths', 'http://dbpedia.org/resource/Category:19th-century_American_sculptors', 'http://dbpedia.org/resource/Category:American_frontier_painters', 'http://dbpedia.org/resource/Category:Artists_of_the_American_West', 'http://dbpedia.org/resource/Category:1861_births', 'http://dbpedia.org/resource/Category:Art_Students_League_of_New_York_alumni', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:American_war_artists', 'http://dbpedia.org/resource/Category:19th-century_American_male_artists', 'http://dbpedia.org/resource/Category:American_history_painters', 'http://dbpedia.org/resource/Category:American_people_of_Basque_descent', 'http://dbpedia.org/resource/Category:Deaths_from_peritonitis', 'http://dbpedia.org/resource/Category:Artists_from_New_Rochelle,_New_York', 'http://dbpedia.org/resource/Category:American_male_sculptors', 'http://dbpedia.org/resource/Category:Orientalist_painters', 'http://dbpedia.org/resource/Category:Culture_of_New_Rochelle,_New_York', 'http://dbpedia.org/resource/Category:Yale_University_alumni', 'http://dbpedia.org/resource/Category:Sculptors_from_New_York_(state)', 'http://dbpedia.org/resource/Category:Frederic_Remington', 'http://dbpedia.org/resource/Category:19th-century_players_of_American_football', 'http://dbpedia.org/resource/Category:American_male_writers']",['unknown'],['American'],"['http://dbpedia.org/resource/Tonalism', 'http://dbpedia.org/resource/Illustration', 'http://dbpedia.org/resource/Impressionism', 'http://dbpedia.org/resource/Nocturne_(painting)']",0,6,20,24
831,0.0,[0.08030351],"['http://dbpedia.org/resource/Category:1967_births', 'http://dbpedia.org/resource/Category:20th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Painters_from_Rome']",['http://dbpedia.org/resource/Italy'],['unknown'],['unknown'],0,4,24,0
832,1.0,[0.75454676],"['http://dbpedia.org/resource/Category:1898_deaths', 'http://dbpedia.org/resource/Category:Art_Nouveau_illustrators', 'http://dbpedia.org/resource/Category:English_illustrators', 'http://dbpedia.org/resource/Category:1872_births', 'http://dbpedia.org/resource/Category:19th-century_deaths_from_tuberculosis', 'http://dbpedia.org/resource/Category:English_expatriates_in_France', 'http://dbpedia.org/resource/Category:Tuberculosis_deaths_in_France', 'http://dbpedia.org/resource/Category:19th-century_illustrators_of_fairy_tales', 'http://dbpedia.org/resource/Category:Obscenity_controversies_in_art']",['http://dbpedia.org/resource/United_Kingdom'],['British'],"['http://dbpedia.org/resource/Aestheticism', 'http://dbpedia.org/resource/Art_Nouveau']",0,20,10,23
833,1.0,[0.27390605],"['http://dbpedia.org/resource/Category:Sculptors_from_Illinois', 'http://dbpedia.org/resource/Category:Feminist_artists', 'http://dbpedia.org/resource/Category:20th-century_American_sculptors', 'http://dbpedia.org/resource/Category:People_from_Belen,_New_Mexico', 'http://dbpedia.org/resource/Category:California_State_University,_Fresno_faculty', 'http://dbpedia.org/resource/Category:Artists_from_Chicago', 'http://dbpedia.org/resource/Category:21st-century_American_Jews', 'http://dbpedia.org/resource/Category:21st-century_American_artists', 'http://dbpedia.org/resource/Category:Jewish_painters', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Sculptors_from_New_Mexico', 'http://dbpedia.org/resource/Category:American_feminists', 'http://dbpedia.org/resource/Category:American_installation_artists', 'http://dbpedia.org/resource/Category:UCLA_School_of_the_Arts_and_Architecture_alumni', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:20th-century_American_women_artists', 'http://dbpedia.org/resource/Category:American_women_installation_artists', 'http://dbpedia.org/resource/Category:Jewish_feminists', 'http://dbpedia.org/resource/Category:American_women_painters', 'http://dbpedia.org/resource/Category:Jewish_American_artists', 'http://dbpedia.org/resource/Category:American_women_sculptors', 'http://dbpedia.org/resource/Category:Contemporary_sculptors']",['unknown'],['unknown'],"['http://dbpedia.org/resource/Feminist_art', 'http://dbpedia.org/resource/Contemporary_art']",0,20,0,0
834,1.0,[0.72394896],"['http://dbpedia.org/resource/Category:19th-century_American_painters', 'http://dbpedia.org/resource/Category:Artists_from_Newport,_Rhode_Island', 'http://dbpedia.org/resource/Category:1888_deaths', 'http://dbpedia.org/resource/Category:1812_births', 'http://dbpedia.org/resource/Category:Artists_from_Boston', 'http://dbpedia.org/resource/Category:19th-century_American_women_artists', 'http://dbpedia.org/resource/Category:American_women_painters', 'http://dbpedia.org/resource/Category:Painters_from_Rhode_Island', 'http://dbpedia.org/resource/Category:Painters_from_Massachusetts']",['http://dbpedia.org/resource/United_States'],['American'],['unknown'],0,20,5,23
835,1.0,[0.60852385],"['http://dbpedia.org/resource/Category:Zenga', 'http://dbpedia.org/resource/Category:16th-century_Japanese_artists', 'http://dbpedia.org/resource/Category:16th-century_Japanese_people']",['http://dbpedia.org/resource/Japan'],['Japanese'],['http://dbpedia.org/resource/Suiboku'],0,20,0,21
836,1.0,[0.8977055],"['http://dbpedia.org/resource/Category:Italian_Roman_Catholics', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Republic_of_Venice_artists', 'http://dbpedia.org/resource/Category:1594_deaths', 'http://dbpedia.org/resource/Category:Italian_Mannerist_painters', 'http://dbpedia.org/resource/Category:1518_births', 'http://dbpedia.org/resource/Category:16th-century_Venetian_people']",['http://dbpedia.org/resource/Italy'],['Venetian'],"['http://dbpedia.org/resource/Venetian_School_(art)', 'http://dbpedia.org/resource/Mannerism', 'http://dbpedia.org/resource/Renaissance']",0,20,10,24
837,1.0,[0.9333701],"['http://dbpedia.org/resource/Category:École_des_Beaux-Arts_alumni', 'http://dbpedia.org/resource/Category:Symbolist_painters', 'http://dbpedia.org/resource/Category:Polish_male_painters', 'http://dbpedia.org/resource/Category:People_from_Radom_Governorate']",['http://dbpedia.org/resource/Poland'],['Polish'],['http://dbpedia.org/resource/Symbolism_(arts)'],0,20,10,24
838,1.0,[0.8315044],"['http://dbpedia.org/resource/Category:People_from_Amersfoort', 'http://dbpedia.org/resource/Category:19th-century_Dutch_painters']",['http://dbpedia.org/resource/Netherlands'],['unknown'],['unknown'],0,4,24,24
839,0.0,[0.28653073],"['http://dbpedia.org/resource/Category:Artists_from_Königsberg', 'http://dbpedia.org/resource/Category:German_emigrants_to_Canada', 'http://dbpedia.org/resource/Category:Canadian_male_painters', 'http://dbpedia.org/resource/Category:Artists_from_Montreal', 'http://dbpedia.org/resource/Category:Kunstakademie_Düsseldorf_alumni']",['unknown'],['unknown'],['http://dbpedia.org/resource/Düsseldorf_school_of_painting'],0,4,24,1
840,0.0,[0.22807068],"['http://dbpedia.org/resource/Category:Latter_Day_Saints_from_New_York_(state)', 'http://dbpedia.org/resource/Category:Brigham_Young_University_alumni', 'http://dbpedia.org/resource/Category:Latter_Day_Saints_from_Arizona', 'http://dbpedia.org/resource/Category:American_Mormon_missionaries_in_Hong_Kong', 'http://dbpedia.org/resource/Category:Date_of_birth_missing_(living_people)']",['unknown'],['unknown'],['unknown'],0,20,0,0
841,0.0,[0.3660156],"['http://dbpedia.org/resource/Category:Swedish_male_painters', 'http://dbpedia.org/resource/Category:20th-century_Muslim_theologians', 'http://dbpedia.org/resource/Category:Al-Azhar_University_alumni', 'http://dbpedia.org/resource/Category:Swedish_Muslims', 'http://dbpedia.org/resource/Category:People_from_Sala_Municipality', 'http://dbpedia.org/resource/Category:Swedish_expatriates_in_France', 'http://dbpedia.org/resource/Category:1869_births', 'http://dbpedia.org/resource/Category:Railway_accident_deaths_in_Spain']",['unknown'],['unknown'],['unknown'],0,20,0,10
842,0.0,[0.05032398],"['http://dbpedia.org/resource/Category:People_from_Dinant', 'http://dbpedia.org/resource/Category:18th-century_Flemish_painters', 'http://dbpedia.org/resource/Category:Portrait_miniaturists', 'http://dbpedia.org/resource/Category:1662_births']",['unknown'],['unknown'],['unknown'],0,4,24,0
843,0.0,[0.3838092],"['http://dbpedia.org/resource/Category:2012_deaths', 'http://dbpedia.org/resource/Category:Members_of_the_Order_of_the_British_Empire', 'http://dbpedia.org/resource/Category:Scottish_women_painters', 'http://dbpedia.org/resource/Category:Scottish_documentary_filmmakers', 'http://dbpedia.org/resource/Category:People_from_Uddingston']",['http://dbpedia.org/resource/United_Kingdom'],['http://dbpedia.org/resource/United_Kingdom'],['unknown'],0,14,14,2
844,1.0,[0.9143246],"['http://dbpedia.org/resource/Category:19th-century_French_photographers', 'http://dbpedia.org/resource/Category:19th-century_French_inventors', 'http://dbpedia.org/resource/Category:Pioneers_of_photography', 'http://dbpedia.org/resource/Category:French_scenic_designers', 'http://dbpedia.org/resource/Category:1851_deaths']",['http://dbpedia.org/resource/France'],['unknown'],['unknown'],0,16,20,24
845,0.0,[0.25873792],"['http://dbpedia.org/resource/Category:Catholic_painters', 'http://dbpedia.org/resource/Category:1753_deaths', 'http://dbpedia.org/resource/Category:Pupils_of_Carlo_Maratta', 'http://dbpedia.org/resource/Category:1662_births']",['unknown'],['unknown'],['unknown'],0,20,0,0
846,1.0,[0.26442963],"['http://dbpedia.org/resource/Category:Italian_Baroque_painters', 'http://dbpedia.org/resource/Category:1618_births']",['unknown'],['unknown'],['unknown'],0,4,24,0
847,0.0,[0.47138384],"['http://dbpedia.org/resource/Category:1969_deaths', 'http://dbpedia.org/resource/Category:Tunisian_people_of_Turkish_descent']",['unknown'],['unknown'],['unknown'],0,20,0,15
848,0.0,[0.17931798],"['http://dbpedia.org/resource/Category:Austrian_male_painters', 'http://dbpedia.org/resource/Category:20th-century_Austrian_male_artists', 'http://dbpedia.org/resource/Category:1893_births', 'http://dbpedia.org/resource/Category:1978_deaths', 'http://dbpedia.org/resource/Category:Austrian_Expressionist_painters']","['http://dbpedia.org/resource/Czech_Republic', 'http://dbpedia.org/resource/Czechia']",['unknown'],['unknown'],0,20,0,0
849,0.0,[0.03606943],['http://dbpedia.org/resource/Category:Mexican_comics_artists'],['unknown'],['Mexican'],['unknown'],0,4,24,0
850,1.0,[0.33329076],"['http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:1925_births', 'http://dbpedia.org/resource/Category:Brooklyn_College_alumni', 'http://dbpedia.org/resource/Category:American_male_sculptors']",['http://dbpedia.org/resource/Iraq'],['http://dbpedia.org/resource/Iraqi_American'],"['http://dbpedia.org/resource/Abstract_Expressionism', 'http://dbpedia.org/resource/Public_art']",0,4,24,1
851,1.0,[0.7348821],"['http://dbpedia.org/resource/Category:Académie_Julian_alumni', 'http://dbpedia.org/resource/Category:19th-century_painters_from_the_Russian_Empire', 'http://dbpedia.org/resource/Category:1876_births', 'http://dbpedia.org/resource/Category:People_from_Izyumsky_Uyezd', 'http://dbpedia.org/resource/Category:Imperial_Academy_of_Arts_alumni', 'http://dbpedia.org/resource/Category:Russian_male_painters', 'http://dbpedia.org/resource/Category:1956_deaths', 'http://dbpedia.org/resource/Category:People_from_Sloviansk']",['http://dbpedia.org/resource/Ukraine'],['Russian'],['unknown'],0,9,19,19
852,0.0,[0.3198612],"['http://dbpedia.org/resource/Category:18th-century_male_artists', 'http://dbpedia.org/resource/Category:Swedish_male_painters', 'http://dbpedia.org/resource/Category:1777_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,5
853,1.0,[0.47675613],"['http://dbpedia.org/resource/Category:19th-century_Italian_male_artists', 'http://dbpedia.org/resource/Category:1777_births', 'http://dbpedia.org/resource/Category:Italian_male_painters']",['unknown'],['unknown'],['unknown'],0,20,0,15
854,0.0,[0.30307683],"['http://dbpedia.org/resource/Category:20th-century_Italian_male_artists', 'http://dbpedia.org/resource/Category:Brera_Academy_alumni', 'http://dbpedia.org/resource/Category:1919_deaths']",['unknown'],['unknown'],['unknown'],0,4,24,1
855,1.0,[0.72566956],"['http://dbpedia.org/resource/Category:French_art_collectors', 'http://dbpedia.org/resource/Category:Writers_from_Paris', 'http://dbpedia.org/resource/Category:Members_of_the_Académie_Française', 'http://dbpedia.org/resource/Category:French_engravers', 'http://dbpedia.org/resource/Category:French_printmakers']",['unknown'],['unknown'],['unknown'],0,20,0,23
856,1.0,[0.59745044],"['http://dbpedia.org/resource/Category:Painters_from_Rome', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:1835_deaths', 'http://dbpedia.org/resource/Category:Italian_neoclassical_painters']",['unknown'],['unknown'],['unknown'],0,4,24,9
857,0.0,[0.2889006],"['http://dbpedia.org/resource/Category:Venezuelan_women_painters', 'http://dbpedia.org/resource/Category:20th-century_Venezuelan_sculptors', 'http://dbpedia.org/resource/Category:1925_births', 'http://dbpedia.org/resource/Category:Venezuelan_painters', 'http://dbpedia.org/resource/Category:1994_deaths', 'http://dbpedia.org/resource/Category:Venezuelan_women_sculptors']",['http://dbpedia.org/resource/Venezuela'],['Venezuelan'],['unknown'],0,24,4,1
858,1.0,[0.59447473],"['http://dbpedia.org/resource/Category:Danish_male_painters', 'http://dbpedia.org/resource/Category:19th-century_Danish_male_artists', 'http://dbpedia.org/resource/Category:19th-century_painters_of_historical_subjects', 'http://dbpedia.org/resource/Category:1811_births']",['unknown'],['unknown'],['unknown'],0,1,21,9
859,0.0,[0.16081087],"['http://dbpedia.org/resource/Category:1876_births', 'http://dbpedia.org/resource/Category:1957_deaths', 'http://dbpedia.org/resource/Category:Burials_at_Norra_begravningsplatsen']",['http://dbpedia.org/resource/Sweden'],['Swedish'],['unknown'],0,8,9,0
860,0.0,[0.28670844],"['http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:1919_births', 'http://dbpedia.org/resource/Category:Artists_who_committed_suicide', 'http://dbpedia.org/resource/Category:1980_suicides', 'http://dbpedia.org/resource/Category:Artists_from_The_Hague']",['http://dbpedia.org/resource/Netherlands'],"['http://dbpedia.org/resource/Belgian_people', 'http://dbpedia.org/resource/Netherlands']",['http://dbpedia.org/resource/Expressionism'],0,3,24,1
861,1.0,[0.51294535],"['http://dbpedia.org/resource/Category:American_portrait_painters', 'http://dbpedia.org/resource/Category:1727_births', 'http://dbpedia.org/resource/Category:18th-century_American_painters']",['unknown'],['American'],['http://dbpedia.org/resource/Realism_(arts)'],0,4,24,4
862,1.0,[0.66046375],"['http://dbpedia.org/resource/Category:American_women_academics', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:People_from_Millburn,_New_Jersey', 'http://dbpedia.org/resource/Category:Modern_artists', 'http://dbpedia.org/resource/Category:1922_births', 'http://dbpedia.org/resource/Category:Painters_from_New_York_City', 'http://dbpedia.org/resource/Category:Painters_from_Maryland', 'http://dbpedia.org/resource/Category:Artists_from_Newark,_New_Jersey']",['unknown'],['unknown'],['http://dbpedia.org/resource/Abstract_Expressionism'],0,20,0,22
863,1.0,[0.9575036],"['http://dbpedia.org/resource/Category:20th-century_Russian_male_artists', 'http://dbpedia.org/resource/Category:Russian_male_painters', 'http://dbpedia.org/resource/Category:Repin_Institute_of_Arts_alumni', 'http://dbpedia.org/resource/Category:Members_of_the_Leningrad_Union_of_Artists']",['unknown'],['http://dbpedia.org/resource/Belarusians'],['http://dbpedia.org/resource/Realism_(visual_art)'],0,8,21,24
864,0.0,[0.25084472],"['http://dbpedia.org/resource/Category:1991_deaths', 'http://dbpedia.org/resource/Category:World_War_II_artists', 'http://dbpedia.org/resource/Category:20th-century_English_women_artists', 'http://dbpedia.org/resource/Category:English_engravers', 'http://dbpedia.org/resource/Category:Women_muralists', 'http://dbpedia.org/resource/Category:1905_births', 'http://dbpedia.org/resource/Category:English_women_painters']",['unknown'],['British'],['unknown'],0,4,24,0
865,0.0,[0.5342693],"['http://dbpedia.org/resource/Category:19th-century_Swiss_painters', 'http://dbpedia.org/resource/Category:1813_births', 'http://dbpedia.org/resource/Category:People_from_Le_Locle', 'http://dbpedia.org/resource/Category:French_male_painters', 'http://dbpedia.org/resource/Category:19th-century_French_male_artists', 'http://dbpedia.org/resource/Category:19th-century_painters_of_historical_subjects']",['unknown'],['unknown'],['unknown'],0,6,21,8
866,0.0,[0.05969536],"['http://dbpedia.org/resource/Category:South_Korean_contemporary_artists', 'http://dbpedia.org/resource/Category:20th-century_sculptors']",['http://dbpedia.org/resource/South_Korea'],['South Korean'],['unknown'],0,19,4,0
867,1.0,[0.78764385],"['http://dbpedia.org/resource/Category:French_male_sculptors', 'http://dbpedia.org/resource/Category:1810_deaths', 'http://dbpedia.org/resource/Category:Prix_de_Rome_for_sculpture', 'http://dbpedia.org/resource/Category:1763_births', 'http://dbpedia.org/resource/Category:19th-century_French_sculptors']",['unknown'],['unknown'],['unknown'],0,20,0,24
868,0.0,[0.09909166],"['http://dbpedia.org/resource/Category:Canadian_marine_artists', 'http://dbpedia.org/resource/Category:19th-century_Canadian_male_artists', 'http://dbpedia.org/resource/Category:1891_deaths']",['unknown'],['unknown'],['unknown'],0,4,24,0
869,1.0,[0.54379],"['http://dbpedia.org/resource/Category:1618_births', 'http://dbpedia.org/resource/Category:1673_deaths', 'http://dbpedia.org/resource/Category:People_from_the_Province_of_Teramo', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,4,24,4
870,1.0,[0.7570983],"['http://dbpedia.org/resource/Category:Artists_of_the_American_West', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:Hudson_River_School_painters', 'http://dbpedia.org/resource/Category:Members_of_the_Salmagundi_Club', 'http://dbpedia.org/resource/Category:1837_births', 'http://dbpedia.org/resource/Category:English_emigrants_to_the_United_States', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:Sibling_artists', 'http://dbpedia.org/resource/Category:1926_deaths', 'http://dbpedia.org/resource/Category:American_landscape_painters']",['http://dbpedia.org/resource/United_Kingdom'],['http://dbpedia.org/resource/United_States'],"['http://dbpedia.org/resource/Rocky_Mountain', 'http://dbpedia.org/resource/Hudson_River_School']",0,20,5,23
871,1.0,[0.524948],"['http://dbpedia.org/resource/Category:20th-century_Australian_women_artists', 'http://dbpedia.org/resource/Category:Queensland_Greats', 'http://dbpedia.org/resource/Category:20th-century_women_philanthropists', 'http://dbpedia.org/resource/Category:20th-century_philanthropists']",['http://dbpedia.org/resource/Australia'],['Australian'],['unknown'],0,4,24,4
872,1.0,[0.82478315],"['http://dbpedia.org/resource/Category:1741_births', ""http://dbpedia.org/resource/Category:Burials_at_St_Paul's_Cathedral"", 'http://dbpedia.org/resource/Category:1806_deaths']",['http://dbpedia.org/resource/Republic_of_Ireland'],['Irish'],"['http://dbpedia.org/resource/Neoclassicism', 'http://dbpedia.org/resource/Romanticism']",0,20,5,24
873,0.0,[0.42561874],"['http://dbpedia.org/resource/Category:Royal_Academicians', 'http://dbpedia.org/resource/Category:19th-century_painters_of_historical_subjects', 'http://dbpedia.org/resource/Category:Alumni_of_the_National_College_of_Art_and_Design', 'http://dbpedia.org/resource/Category:Irish_emigrants_to_Great_Britain', 'http://dbpedia.org/resource/Category:1751_births']",['unknown'],['unknown'],['unknown'],0,1,9,3
874,1.0,[0.53407514],"['http://dbpedia.org/resource/Category:Painters_from_Lombardy', 'http://dbpedia.org/resource/Category:Year_of_death_unknown']",['unknown'],['unknown'],['unknown'],0,8,14,16
875,1.0,[0.5335959],['http://dbpedia.org/resource/Category:Painters_from_Florence'],['unknown'],['unknown'],['unknown'],0,20,0,20
876,1.0,[0.8876395],"['http://dbpedia.org/resource/Category:Artists_from_Utrecht', 'http://dbpedia.org/resource/Category:1648_deaths']",['http://dbpedia.org/resource/Netherlands'],['http://dbpedia.org/resource/Netherlands'],['http://dbpedia.org/resource/Baroque'],0,4,23,24
877,1.0,[0.7224093],"['http://dbpedia.org/resource/Category:Tanner_family_of_Pennsylvania', 'http://dbpedia.org/resource/Category:1937_deaths', 'http://dbpedia.org/resource/Category:National_Academy_of_Design_members', 'http://dbpedia.org/resource/Category:American_diaspora_in_Europe', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:Christian_artists', 'http://dbpedia.org/resource/Category:African-American_diaspora_in_Paris', 'http://dbpedia.org/resource/Category:Académie_Julian_alumni', 'http://dbpedia.org/resource/Category:1859_births', 'http://dbpedia.org/resource/Category:19th-century_male_artists']",['unknown'],['unknown'],['unknown'],0,20,5,22
878,1.0,[0.8425133],"['http://dbpedia.org/resource/Category:19th-century_illustrators_of_fairy_tales', 'http://dbpedia.org/resource/Category:Woodcut_designers', 'http://dbpedia.org/resource/Category:Burials_at_Père_Lachaise_Cemetery', 'http://dbpedia.org/resource/Category:French_Roman_Catholics', 'http://dbpedia.org/resource/Category:19th-century_French_male_artists', 'http://dbpedia.org/resource/Category:French_comics_artists', 'http://dbpedia.org/resource/Category:Artists_from_Strasbourg', 'http://dbpedia.org/resource/Category:19th-century_engravers', 'http://dbpedia.org/resource/Category:French_wood_engravers']",['http://dbpedia.org/resource/France'],['unknown'],['unknown'],0,20,5,24
879,1.0,[0.36722663],"['http://dbpedia.org/resource/Category:Italian_landscape_painters', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:Artemisia_Gentileschi']",['unknown'],['unknown'],['unknown'],0,20,0,10
880,1.0,[0.7700454],"['http://dbpedia.org/resource/Category:1985_deaths', 'http://dbpedia.org/resource/Category:Pataphysicians', 'http://dbpedia.org/resource/Category:Artists_from_Le_Havre', 'http://dbpedia.org/resource/Category:Modern_sculptors', 'http://dbpedia.org/resource/Category:Honorary_Members_of_the_Royal_Academy', 'http://dbpedia.org/resource/Category:Modern_painters']",['http://dbpedia.org/resource/France'],['unknown'],['unknown'],0,20,5,24
881,0.0,[0.39868924],"['http://dbpedia.org/resource/Category:Dutch_Golden_Age_painters', 'http://dbpedia.org/resource/Category:Painters_from_Haarlem', 'http://dbpedia.org/resource/Category:Artists_from_Haarlem']",['unknown'],['unknown'],['unknown'],0,4,24,3
882,0.0,[0.48825967],"['http://dbpedia.org/resource/Category:Artists_from_Hiroshima_Prefecture', 'http://dbpedia.org/resource/Category:1912_births', 'http://dbpedia.org/resource/Category:2003_deaths', 'http://dbpedia.org/resource/Category:Nihonga_painters']",['unknown'],['unknown'],['unknown'],0,9,19,4
883,1.0,[0.36492258],"['http://dbpedia.org/resource/Category:19th-century_Belgian_painters', 'http://dbpedia.org/resource/Category:1888_deaths']",['unknown'],['unknown'],['unknown'],0,20,0,10
884,1.0,[0.68436855],"['http://dbpedia.org/resource/Category:1876_deaths', 'http://dbpedia.org/resource/Category:1811_births', 'http://dbpedia.org/resource/Category:People_from_Sremski_Karlovci']",['http://dbpedia.org/resource/Serbia'],['Serbian'],['unknown'],0,2,23,14
885,0.0,[0.2606379],['http://dbpedia.org/resource/Category:19th-century_Swiss_male_artists'],['unknown'],['unknown'],['unknown'],0,4,24,0
886,1.0,[0.79030716],"['http://dbpedia.org/resource/Category:People_from_Białystok', 'http://dbpedia.org/resource/Category:Jewish_painters', 'http://dbpedia.org/resource/Category:20th-century_Polish_painters', 'http://dbpedia.org/resource/Category:20th-century_American_printmakers', 'http://dbpedia.org/resource/Category:Cubist_artists', 'http://dbpedia.org/resource/Category:Art_Students_League_of_New_York_faculty', 'http://dbpedia.org/resource/Category:American_people_of_Polish-Jewish_descent']",['unknown'],['unknown'],['unknown'],0,10,20,24
887,1.0,[0.67501444],"['http://dbpedia.org/resource/Category:17th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Flemish_genre_painters', 'http://dbpedia.org/resource/Category:Dutch_Golden_Age_painters', 'http://dbpedia.org/resource/Category:Flemish_Baroque_painters']",['unknown'],['unknown'],['unknown'],0,20,5,22
888,1.0,[0.7878897],"['http://dbpedia.org/resource/Category:16th-century_deaths', 'http://dbpedia.org/resource/Category:Flemish_printmakers', 'http://dbpedia.org/resource/Category:Manuscript_illuminators']",['unknown'],['unknown'],['unknown'],0,20,10,24
889,0.0,[0.39676285],"['http://dbpedia.org/resource/Category:1848_deaths', 'http://dbpedia.org/resource/Category:1802_births', 'http://dbpedia.org/resource/Category:English_portrait_painters', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists', 'http://dbpedia.org/resource/Category:British_genre_painters', 'http://dbpedia.org/resource/Category:English_illustrators']",['unknown'],['unknown'],['unknown'],0,4,24,2
890,0.0,[0.6947595],"['http://dbpedia.org/resource/Category:Olympic_competitors_in_art_competitions', 'http://dbpedia.org/resource/Category:Burials_at_Vyšehrad_Cemetery', 'http://dbpedia.org/resource/Category:People_from_the_Margraviate_of_Moravia', 'http://dbpedia.org/resource/Category:1873_births', 'http://dbpedia.org/resource/Category:People_from_Kroměříž', 'http://dbpedia.org/resource/Category:20th-century_Czech_painters']",['http://dbpedia.org/resource/Czechia'],['http://dbpedia.org/resource/Czechs'],['unknown'],0,20,5,22
891,1.0,[0.6919748],"['http://dbpedia.org/resource/Category:1878_births', 'http://dbpedia.org/resource/Category:Alumni_of_the_Slade_School_of_Fine_Art']",['http://dbpedia.org/resource/United_Kingdom'],['unknown'],['unknown'],0,20,5,22
892,1.0,[0.84611726],"['http://dbpedia.org/resource/Category:People_from_the_Province_of_Ancona', 'http://dbpedia.org/resource/Category:Italian_male_painters']",['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Baroque'],0,10,15,24
